page,review_id,company,review_title,employee_role,employee_history,employeer_pros,employeer_cons,employeer_rating,work_life_balance,culture_values,career_opportunities,compensation_and_benefits,senior_management,diversity_inclusion,review_time
97,empReview_10616029, Deutsche Bank,Internal Wholesaler,,I have been working at Deutsche Bank ,Deutsche is a forward thinking organization. The absence policy has to be the best in the industry.,An unstable upper management team,4,3,3,4,4,4,NA,NA
97,empReview_10747490, Deutsche Bank,Associate in IB Operations,Former Employee - Associate,I worked at Deutsche Bank full-time for more than 3 years,"Obtained a lot of good knowledge. Great exposure to markets, products, and large corporate firms. I also made a lot of great life long contacts.","Great if you're in the front office, terrible for the rest of the firm. Technology was terrible. Everything outsourced. The employees in India had no idea what they were doing and we spent half the time cleaning up messes they created with big clients due to communication problems,etc. I worked 60 + hours a week. I was promoted and took a pay cut to $53,000 annually since I was no longer eligible for overtime. I asked for a $2,000 raise and was told no, but they'd give me a corporate phone (which made no sense). Left the firm shortly thereafter.",2,2,2,3,2,2,NA,NA
98,empReview_10733822, Deutsche Bank,Nothing Ever Changes,Current Employee - Vice President Technology,I have been working at Deutsche Bank full-time for more than 5 years,"Lots of mobility opportunities
Hi intellect for most employees
Good compensation","Lots of talk about change, but nothing really changes
Ask for your lifetime salary requirements upfront since your base is not likely to go up EVER
Internal processes can be maddening",3,3,2,4,4,1,NA,NA
98,empReview_10933273, Deutsche Bank,Filled with mercenaries,Former Employee - Strategist,I worked at Deutsche Bank full-time for more than a year,Some nice folks there to work with. Bright intelligent hard-working people are there for the most part,"poached so many people from other firms that everyone would walk across the street and leave for $5.
The most ruthless advance the fastest",1,1,1,1,2,1,NA,NA
98,empReview_10543521, Deutsche Bank,Vice-President,Former Employee - Vice President Operations,I worked at Deutsche Bank full-time for more than 5 years,"Great benefits, lots of resources for employees (i.e preparing for your kid to go to college) and other workshops.","Lots of bureaucracy, raises are hard to get and based on a scale dictated by human resources.  Management has little power over how much bonus or a raise an employee gets.",4,3,4,4,4,4,NA,NA
98,empReview_10526590, Deutsche Bank,Great company to work for,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,From being an intern to joining full time - Db has a great culture where you get to meet people from around the world,Hours of work depending on what group you are in. Investment banking or markets have longer hours vs other groups so depends on what you do at the company.,4,3,4,4,4,4,NA,NA
98,empReview_10673598, Deutsche Bank,Operations Analyst,,I have been working at Deutsche Bank ,Name recognition goes far on a resume.,Everything besides the name is awful or insufficient,2,3,1,2,2,1,NA,NA
98,empReview_10874086, Deutsche Bank,Avoid it,Vice President - Technology,I have been working at Deutsche Bank ,"Good Location, Brand Name, Salary","Too much politics, too much power concentrated in the hand of a few individuals",1,3,1,1,3,2,NA,NA
98,empReview_10512794, Deutsche Bank,Associate,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time,"good company to work, a lot of positions.",no things to say about cons,4,3,3,3,3,3,NA,NA
98,empReview_10468615, Deutsche Bank,Door Opener,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,"Overtime eligible, friendly coworkers, great introduction to corporate banking, able to move teams/products easily, friendly management","IT department is a JOKE, had my computer crash 3 times within the first year. The banks internal applications they use are outdated and no longer have support teams that are knowledgable. 
I spent more than half my day following up on IT issues, Always passing the buck to other teams",4,2,3,4,1,2,NA,NA
98,empReview_10418743, Deutsche Bank,Former Employee,Former Employee - Global Markets Trading Analyst,I worked at Deutsche Bank full-time,Good exit opportunities. Competitive compensation,Too much litigation pressure and instability of c-level,4,3,3,5,4,4,NA,NA
98,empReview_10391786, Deutsche Bank,A Good Summer,,I worked at Deutsche Bank ,I learned a lot from the very qualified team,Starting in finance outside of NYC is difficult,5,NA,NA,NA,NA,NA,NA,NA
99,empReview_10396361, Deutsche Bank,AVP,Current Employee - Assistant Vice President,I have been working at Deutsche Bank full-time for more than a year,"Good place to work
Good Pay","Long hours
Lots of change",4,2,4,3,3,4,NA,NA
99,empReview_10534270, Deutsche Bank,VP,Vice President,I worked at Deutsche Bank ,Global work environment and flexible work schedule,Poor senior management. No annual raises,3,4,2,3,3,2,NA,NA
99,empReview_10527389, Deutsche Bank,the firm is going through a lot of uncertainty,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,"working with very good people
ability to try new things","share price below $20 reflect market perception of lack of a sound strategy
further cost cutting is needed
still under regulatory pressure",3,NA,NA,NA,NA,NA,NA,NA
99,empReview_10353923, Deutsche Bank,Finance Associate,Associate/Financial Control,I worked at Deutsche Bank  for more than a year,"Flexible Schedule, laid back working environment,","Deadline driven, sometime might have to work late to meet deadline",4,3,3,4,4,3,NA,NA
99,empReview_10351107, Deutsche Bank,Good place to work,,I have been working at Deutsche Bank ,Get to work with smart people,Too much restructuring going on,4,NA,NA,NA,NA,NA,NA,NA
99,empReview_10327793, Deutsche Bank,Finance Associate,Former Employee - Finance Associate,I worked at Deutsche Bank full-time for more than a year,"With any large corporation, you have a flexible schedule, managers at the Wilmington office are really laid-back. Like any big banks, it is very result oriented, and deadline driven.","At times, you will have to work extreme hard if your learn curve is slower than other people.",4,3,3,4,4,4,NA,NA
99,empReview_10483082, Deutsche Bank,VP,,I have been working at Deutsche Bank ,Large Org that is having to make cuts,Going through tough times and fragile,3,3,1,2,3,1,NA,NA
99,empReview_10312846, Deutsche Bank,Java developer,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,"great environment, bright employees, high salaries, nice office. Clearly defined metrics for promotions. A lot of opportunities for growth.","Big corporation, you are not flexible in choosing what to work on.",5,4,5,5,5,5,NA,NA
99,empReview_10277899, Deutsche Bank,Manager,Senior Manager,I worked at Deutsche Bank ,good work environment; decent perks;,"none really, commute was bad, offices were vanila",4,3,3,3,3,3,NA,NA
99,empReview_10235090, Deutsche Bank,Vice President,,I have been working at Deutsche Bank ,Great place to work for; Growing,Fast paced; Huge company which comes with processes,4,2,4,5,3,4,NA,NA
100,empReview_10334449, Deutsche Bank,Good Place to start,Former Employee - Senior Operations Analyst,I worked at Deutsche Bank full-time for more than 3 years,"Only big firm in Jacksonville in IB. Great place to start and looks good on your resume. Short commutes to work, which is rare because most big banks are in big cities. Plenty of networking events to meet colleagues whether it is sports teams or happy hour socials (HH not paid for by DB, don't get your hopes up).","(From the back office prospective) Managers will block you from moving to different groups because they don't want to have to replace you. You are not eligible to be promoted unless you receive 2 ""Very Good"" ratings in a row but senior management tells managers not to rate anyone above ""good"" unless they are years over due for a promotion. They know they have a monopoly on the industry in Jax so they are not too worried if you leave unless you run a team. VPs provide no help with Career advancement but are shocked when you leave (they assume no one has anywhere else to go in Jax). If you have series license prior to working at DB they will not sponsor you unless it is required for your job. The ""paying for your MBA"" line is a scam. They won't. Every young person in the BO is trying to make it to the FO. Very slim chance as they have a pipeline to Vanderbilt to fill all entry level jobs in FO.",3,4,3,2,3,3,NA,NA
100,empReview_10216606, Deutsche Bank,Excellent diversity programs,Current Employee - Assistant Vice President - Program Manager,I have been working at Deutsche Bank full-time for more than a year,Excellent diversity programs. Company invests alot in employee diversity.,Promotion cycles too political. Although invest alot in diversity programs leadership team not diverse.,4,4,4,3,5,3,NA,NA
100,empReview_10140132, Deutsche Bank,Strategist,,I have been working at Deutsche Bank ,"Global bank, strong franchise, good reputation","sometimes stressful, weak stock price",5,4,4,5,4,4,NA,NA
100,empReview_10334625, Deutsche Bank,AVP,Former Employee - Trade Support Specialist,I worked at Deutsche Bank full-time for more than 10 years,great company to work with,company is restructuring in the NY area,3,3,3,5,3,2,NA,NA
100,empReview_10152665, Deutsche Bank,AML Analyst,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time for more than a year,Great training program and health benefits plan. The company also offers competitive salary compared to the market,Lack of job security due to some of the jobs have been moved to othe rlocations,4,4,4,4,4,4,NA,NA
100,empReview_10298874, Deutsche Bank,Low Pay,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time for more than 8 years,Flexible work schedule. Lots of time off. Other employees are friendly.,Low pay. Technology is out of date by 5 to 7 years. Little investment in employees.,3,3,2,1,1,2,NA,NA
100,empReview_10318910, Deutsche Bank,AVP,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,large investment firm and wide exposure to diff areas,limited opportunity to progress and career development is limited,3,NA,NA,NA,NA,NA,NA,NA
100,empReview_10087874, Deutsche Bank,Competitive in a good way,,I have been working at Deutsche Bank ,Constructive atmosphere where everyone is very helpful but there was still a competitive environment. I love the people I work with and there is room to grow.,"There have been a lot of struggles with DB, which makes me a little uneasy. There have been a lot of restrictions put on the company and cuts are a worry.",5,3,5,5,5,5,NA,NA
100,empReview_10128727, Deutsche Bank,Overall positive,Current Employee - Director,I have been working at Deutsche Bank full-time for more than 10 years,Global business and interesting work. Innovative and entrepreneurial. Many good and smart people. Great network. Solid work life balance. Pay is decent.,Excessive regulation and oversight. Poor morale. Bad stock price performance. Overly conservative culture. Poor client relationships in US as compared to large American banks.,4,4,3,4,3,3,NA,NA
100,empReview_10120328, Deutsche Bank,High Tech Labor Salvery.. too much bureaucracy.. too much panic all the time (Assistant VP),Former Employee - Assistant Vice President - Technology,I worked at Deutsche Bank full-time for more than a year,"It's situated in calm and peaceful Cary, NC
Bonus ( If you are are good in internal bureaucracy and manage to get it!)","In over 15 years of my IT career I have never seen such bad work atmosphere with so much panic and work pressure from chain of managers over you. Everybody is president , vice presidents and managers.. too less people who really work.. so of course work pressure... That's what managers are for right? Make tech slave labor work. or how else managers will get big bonuses?

Their new policy is to lure tech guys from other countries or other states to leave their good jobs dreaming big bonuses and peaceful life , come to this remote location of Cary...then make them work like slaves. Hire one senior tech guy and then hire four beginners so that this experienced guy will actually teach the beginners everything and even DO their job... as they are ""no-vice"".. so make sure you are not that ""experienced guy""

This is not a bank. It's a bank's IT development center. So basically we develop applications for bank. So it works like a IT shop with all the crap that comes with it....

Every body ready to cut your throat to get anybody out of his bonus way. Everybody looks like in pressure and panic state.
If you are looking for great work atmosphere and peaceful life where you can work and do some innovative work then DON'T come to this Cary Development Center.
Only join this center , if you just want good pay and bonuses...but you should be ready to take this much stress, panic , and ready to be micro managed by omnipresent managers.",2,2,1,1,4,4,NA,NA
101,empReview_10234136, Deutsche Bank,Sr Analyst,Former Employee - St Analyst,I worked at Deutsche Bank full-time for more than 3 years,"Pay was better than any other place in the area.

Benefits were really great.","Senior management is playing the politics game and you are not a part of it. They tell you one thing to your face and turn around and mumble the opposite into their headsets.

Your reviews are also politics-driven and don't have anything to do with your actual performance. Get a bad review, you can't advance for another 2 years.

Work/life balance means zilch if you aren't management. Your managers will happily work from home 3 days a week and take whatever days off they please, but you are out of luck and get talked out of taking off.

DB's""Values"" are just its way of making itself feel good, they mean nothing in daily practice.

My specific team's managers lied to us about holiday compensation, in order to cut costs and deceive us into taking less money on holidays we were required to work. 

DB is a sinking ship, don't bother.",2,2,1,3,4,1,NA,NA
101,empReview_10058858, Deutsche Bank,Rapid Growing Company,,I have been working at Deutsche Bank  for more than a year,"This company offers good benefits as well as a month of pay vacations plus 10 holidays. 
The bank is going through a transformation in which it is investing in technology to digitize the bank. As a developer is a very interesting moment to be in this company if you want to learn new technologies and get involved in green field projects.","The demand for new applications and tools is bigger than the people they have available at this point which ends up with heavy workloads for employees.
It is not easy to grow here, the policies to grow are very restrictive, also there are no increments in salary unless you move to the next  band.",4,3,3,4,5,3,NA,NA
101,empReview_10172938, Deutsche Bank,Great company with good work culture,,I worked at Deutsche Bank ,"Good work-life balance, career growth opportunities","Salary not competitive,  constant management changes",3,4,4,NA,2,3,NA,NA
101,empReview_10177227, Deutsche Bank,Good culture,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time,"Good culture
Tries hard to retain its juniors","Going through some financial hardships
Hard time retaining people",3,3,3,3,3,3,NA,NA
101,empReview_9999467, Deutsche Bank,awesome,,I have been working at Deutsche Bank ,great place to work awesome,none that i can think of,4,NA,NA,NA,NA,NA,NA,NA
101,empReview_10162157, Deutsche Bank,Raymond James / Alex Brown should help,Current Employee - Client Advisor,I have been working at Deutsche Bank full-time for more than 8 years,"Independence, no product push, some strong product/service professionals to partner with, healthy product pipeline, client first mentality, fair compensation for production.","Limited brand awareness, poor performance reporting, poor online experience for clients, limited investment in the business, no new business referrals from the firm, thin on client service resources.",3,4,5,3,4,4,NA,NA
101,empReview_9992257, Deutsche Bank,Analyst,Current Employee - Business Analyst,I have been working at Deutsche Bank full-time for more than 5 years,Great place to work at.,Not many cons at this place,5,5,5,5,5,5,NA,NA
101,empReview_9985405, Deutsche Bank,Non-FO infrastructure function,Current Employee - Assistant Vice-President,I have been working at Deutsche Bank full-time for more than 8 years,"Lots of things to learn, great people to compensate for bad systems, mobility options are available and open to everyone","Bad market conditions, negative press on the company, horrible systems, career advancement can be difficult at times",4,3,2,3,3,4,NA,NA
101,empReview_9971966, Deutsche Bank,Ok,,I worked at Deutsche Bank ,They are really nice to everyone,They expect a lot from all,5,NA,NA,NA,NA,NA,NA,NA
101,empReview_10118707, Deutsche Bank,Senior Business Analyst,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time for more than 3 years,"Unlimited sick time, flexible schedule",lack of leadership and management,3,1,2,3,4,1,NA,NA
102,empReview_10086150, Deutsche Bank,Underpaid,"Former Employee - Associate, IT",I worked at Deutsche Bank full-time for more than a year,"Good environment, great experience","Deutsche needs to seriously evaluate their salaries in the Jacksonville, FL area. They are very cheap and try to make you feel as though you are asking too much by negotiating what would be considered below average salary anywhere else for the job title and level of knowledge expected. This is why they are constantly losing good talent to competitors.",2,3,2,1,2,1,NA,NA
102,empReview_10100470, Deutsche Bank,Business Analyst,Business Analyst,I have been working at Deutsche Bank ,There is a work life balance.,Culture is very dull.  Constant changes in business structure.  People always complain about receiving low salaries.,2,3,2,3,2,3,NA,NA
102,empReview_9894421, Deutsche Bank,AVP,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time for more than a year,"Work atmosphere, compensation, benefits, culture, vacation",Currently too many upper managament changes.,5,NA,NA,NA,NA,NA,NA,NA
102,empReview_9890676, Deutsche Bank,Vice President,Vice President,I have been working at Deutsche Bank ,"Great Mobility which makes it possible to move within the organisation
Great co workers","work pressure
politics
its a shrinking bank",4,3,4,4,4,4,NA,NA
102,empReview_10071439, Deutsche Bank,Needs a direction,,I worked at Deutsche Bank ,People are reasonable; Training was fun,Lack strategy. Not enough teamwork,2,4,2,2,2,2,NA,NA
102,empReview_9903861, Deutsche Bank,Finance director,Director,I worked at Deutsche Bank ,Best people I have every worked with in Finance.,Too much offshoring createa instability.,4,4,3,3,3,2,NA,NA
102,empReview_9879059, Deutsche Bank,Good in the past not today.,,I worked at Deutsche Bank ,"Good reputation, good culture and values","Weak management and strategy, high litigation issues",4,4,5,4,3,2,NA,NA
102,empReview_9819337, Deutsche Bank,Too much bureaucracy,Current Employee - Assistant Vice President - Technology,I have been working at Deutsche Bank full-time for more than a year,"Very good health insurance (for all), challenging project (if you are lucky), good work-life balance (almost for all)","Too much bureaucracy (it could take up to 40% of your time), some colleagues are real underperformers but managers do not care, your individual performance rarely matters",4,5,3,3,4,3,NA,NA
102,empReview_9846947, Deutsche Bank,Vice President IT,Current Employee - Vice President,I have been working at Deutsche Bank full-time for more than 10 years,"Equal opportunity employer
Rich knowledgle & intelligent staff
Provides great learning and mobility opportunities","Spends a lot on consultants & temporary staff
Invests too much in building offshore centres and pulls out before getting ROI and ending up with sunk cost",5,5,5,5,5,5,NA,NA
102,empReview_9992529, Deutsche Bank,former employee,Assistant Vice President,I worked at Deutsche Bank  for more than 3 years,The experience with my day to day work was good. i thoroughly enjoyed the  experience working with customers in my day to day job.,Culture and politics were too much here. Often the employees were worried of being fired.,3,NA,NA,NA,NA,NA,NA,NA
103,empReview_10224233, Deutsche Bank,GTO,,I have been working at Deutsche Bank ,Nice location on Wall Street,"company culture, management, disjointed processes and fragmented group",1,1,1,1,1,1,NA,NA
103,empReview_9818585, Deutsche Bank,Very bureaucratic,,I worked at Deutsche Bank ,"Household name, nice office, good benefits.",Very bureaucratic. Horrible software services. IT is antiquated.,4,4,1,4,4,2,NA,NA
103,empReview_9977903, Deutsche Bank,Analyst review,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time,"Good exposure for juniors
International experience possible","Terrible technology
Compensation below average for the street",3,4,1,3,2,2,NA,NA
103,empReview_9809436, Deutsche Bank,Long term growth,Assistant Vice President,I have been working at Deutsche Bank  for more than 8 years,Quality global company with history and culture. Good benefits and vacation days. Ability to make an impact if with the right group and voicing out opinion that matters. Mobility is preached and beneficial for firm to retain talent.,"Like any other corporate settings or employer, there are downsides. Have a good business demeanor and approach, trust a few and will succeed given the right timing and opportunities.",5,4,5,5,5,4,NA,NA
103,empReview_9811593, Deutsche Bank,Employee,,I have been working at Deutsche Bank ,"Thought I would make a post here to let UB students they are currently hiring people to start on June 15th. You must have a bachelor's in accounting, banking, business administration, commercial or banking law, economics, finance, marketing, or other field closely related to the position.","I was hired here six months ago, and genuinely enjoy the job. The title is an Assistant National Bank Examiner. You travel around the tri-state area and assess different bank's level of risk.",4,4,4,4,4,4,NA,NA
103,empReview_9969438, Deutsche Bank,Associate,Current Employee - Associate,I have been working at Deutsche Bank full-time for more than a year,"it is a very formal, standard bank. It runs by a set of very smart people. Most of the people here are very friendly, not much hassle between employee, and lots of new friends can be made.","Very traditional bank, it has too many rules which make people less productive to a large extends. The technologies used here are not cutting edge at all. The first priority is always safe, secure.",3,3,3,3,3,3,NA,NA
103,empReview_9792028, Deutsche Bank,a good company in the area,Current Employee - Technical Specialist/Assistant Vice President,I have been working at Deutsche Bank full-time,"good working environment, good management style",somewhat long hours and occasional weekend hours,4,3,4,3,3,4,NA,NA
103,empReview_9787314, Deutsche Bank,Could Be Better,,I have been working at Deutsche Bank  for less than a year,"Global perspective, intelligent people, and pretige","Advancement opportunities low, a lot of office politics",4,3,3,3,3,2,NA,NA
103,empReview_9742243, Deutsche Bank,Dumbest engineers ever,Current Employee - Associate,I have been working at Deutsche Bank full-time for more than a year,You gain some investment banking insight.,"Systems are obsolete, code is inneficient, 90% of developers are stupid. During interviews 1 simple coding question was asked, no candidates answered it correct and all got hired. The developers are 90% Indian, and most of them are completely incompetent.",2,3,1,1,2,2,NA,NA
103,empReview_9914165, Deutsche Bank,Vice President Global Markets,"Former Employee - Vice President, Global Markets",I worked at Deutsche Bank full-time,"A leading global investment bank that goes all in when they decide to compete in a market. Major technological, economic & specific market and product resources and research are available.","The commitment to compete for market share in a business line or for specific products can change on a dime, scrapping whole departments. Still can't cross-sell across business or product lines.",3,3,2,2,4,2,NA,NA
104,empReview_9900405, Deutsche Bank,incompetent abusive management,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,"generally great coworkers, full-service full-product ibank with a collaborative culture which allows you to easily network across the platform to learn how all the pieces fit togethor","a lot of fiefdoms, inordinate focus on empowering and compensating schmucks who drink with the bosses, very limited opportunities to move around (even if such a move would be a better use of your skills and result in better results for the firm), generally trading their future to buy another day of privileged for the wankers at the top of the verticals",2,3,1,3,3,1,NA,NA
104,empReview_9731426, Deutsche Bank,Employee review,Current Employee - Investment Banking Analyst,I have been working at Deutsche Bank full-time for more than a year,One of the best banks in Europe,Company is going through reorganization,4,3,3,3,3,3,NA,NA
104,empReview_9650247, Deutsche Bank,Equity Research Associate,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time for more than a year,"Strong platform, smart coworkers, promote from within mentality","IT, lack of collaboration across teams, turnover rate seems high, recent organization changes (new management) speak to a growing sense of uncertainty on the role and importance of maintaining a prominent US research arm",4,3,3,4,4,4,NA,NA
104,empReview_9862762, Deutsche Bank,Tough to work for a firm not HQ in NYC,Compensation Analyst,I worked at Deutsche Bank ,You work with smart people,"Key decisions made in Germany 
Lack of a strong culture
HR has their own cliques - not a lot of collaboration",3,4,2,3,4,3,NA,NA
104,empReview_9862471, Deutsche Bank,DB,,I have been working at Deutsche Bank ,"Smart, motivated and entrepreneurial employees.","Technology is dated, policies and procedures are in need of improvement",3,NA,NA,NA,NA,NA,NA,NA
104,empReview_9640440, Deutsche Bank,Global Transaction Banking Summer Analyst,,I have been working at Deutsche Bank ,The culture truly makes working here amazing. You learn new things everyday and have to have an opinion,"It is not doing very well currently which is always scary and it is different working in a foreign bank. However, the Strategy 2020 plans on cutting 35,000 jobs so security is also a concern.",4,4,5,4,5,4,NA,NA
104,empReview_9811848, Deutsche Bank,"0 Opportunities, but easy/ laid back work",Current Employee - Pricing Analyst,I have been working at Deutsche Bank full-time for more than a year,"Laid-back atmosphere, not much stress, good benefits (everyone starts with 4 weeks vacation minimum)","Haven't given raises in 6+ years, management has no willingness to help you're career development,  negative work environment",3,5,1,2,3,1,NA,NA
104,empReview_9819433, Deutsche Bank,So So,,I have been working at Deutsche Bank ,you will have great exposure,has highly competitive work culture,3,NA,NA,NA,NA,NA,NA,NA
104,empReview_9817670, Deutsche Bank,Just ok,Current Employee - Vice President - Technology,I have been working at Deutsche Bank full-time for more than 10 years,Great working with people all over the world as professionals and gratifying to realized that common goals can be achieved with geographically disparate teams.,"Compensation reflects Europe's challenged economy, not a good choice for anyone in the US to stay there more than a year.",2,3,2,2,1,1,NA,NA
104,empReview_9807965, Deutsche Bank,DB Private Wealth Management,Sales Assistant,I worked at Deutsche Bank  for more than 3 years,"Interesting, driven coworkers and work environment. Get work with a wide variety of asset classes, and investment managers.","Moderate pay, highly bureaucratic, junior staff discouraged from being entrepreneurial",3,3,3,2,3,2,NA,NA
105,empReview_9810236, Deutsche Bank,Treasury,Current Employee - Vice President,I have been working at Deutsche Bank full-time for more than 8 years,There is a decent work life balance.,"Bank infrastructure is dysfunctional, very difficult to make improvements as the Bank is very political and bureaucratic, and inundated with regulatory, audit, and compliance red tape.",2,4,1,2,3,2,NA,NA
105,empReview_10035162, Deutsche Bank,Working at DB,Senior Vice President,I have been working at Deutsche Bank  for less than a year,Ok Compensation; good benefits but expensive. Good neighborhood; nice building.  Good vacation policy,Poor morale throughout; many unhappy people looking to leave.  There is poor work/life balance.,1,2,1,2,3,1,NA,NA
105,empReview_9478875, Deutsche Bank,Great place to work,Former Employee - Vice President,I worked at Deutsche Bank full-time for more than 10 years,"A lot of motivated, smart people, and some very genuine caring leaders 
Great benefits
Opportunities for mobility
Excellent training and development
Part-time/flexible work arrangements","Regular re-organizations and lay-offs as a results
Pay less than other Wall St Banks
Slow to make changes
Outdated IT infrastructures leading to lots of manual processes",4,4,5,5,3,4,NA,NA
105,empReview_9587088, Deutsche Bank,Hard Work Rewarded,Former Employee - Senior Business Analyst,I worked at Deutsche Bank full-time for more than a year,"Hard work is recognized and valued, at least by manager and the desk I was working with.  Driven individuals will have plenty of work to keep them busy.",More entrenched employees simply don't perform their share of work and you have to stay on top of them top of them to get projects implemented.  Can feel very political at times with a lot of push back.,4,1,2,4,3,5,NA,NA
105,empReview_9678469, Deutsche Bank,Analyst Review,,I have been working at Deutsche Bank  for more than a year,"Enjoyable work environment, relaxed hours","Unclear expectations, poor communication, lack of guidance from senior management",3,4,3,3,3,3,NA,NA
105,empReview_9677007, Deutsche Bank,Lots of opportunities but negative headlines and constant management change,,I have been working at Deutsche Bank ,"Large organization with lots of opportunities.  People are generally fantastic.  Job security is good.    Brand name is strong, despite all the bad news.","Amount of bureaucracy is absurd..  Working in asset management for a bank is not ideal.  Too much negative headline risk and dependency on the sales, trading and investment banking platforms for profitability.  Cost structure is too high.",3,3,3,4,3,2,NA,NA
105,empReview_9678768, Deutsche Bank,Human Resources,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,Very good people leaders involved in HR. They offer great mentorship and advice to lower to mid level employees.,The bank is coming over some major changes so it is not a good place to start your career. Limited opportunities for growth.,2,2,3,1,3,4,NA,NA
105,empReview_9496553, Deutsche Bank,Impressive Company,Business Consultant,I worked at Deutsche Bank  for more than a year,Impressive talent at every level.  It was an impressive group to work with despite being challenging time for the company and a great deal of change and transition going on.,The turnover had been very high leading to a lack of continuity and in some areas morale was low.,5,4,4,4,4,4,NA,NA
105,empReview_9616937, Deutsche Bank,Senior Business Analyst,Consultant,I have been working at Deutsche Bank  for less than a year,Good people. Bank has pushed forward with many changes despite internal problems.,It's a very political organization. Too many directors in upper management.,3,3,3,3,3,2,NA,NA
105,empReview_9636749, Deutsche Bank,Vice President,,I worked at Deutsche Bank ,"Similar to most other European banks,benefits packages are generous overall. Being one of the largest global banks, there's a good level of exposures into business strategies and financial products. Internal mobility is also decent.",The bank is still struggling to emerge from the legacy impacts from the financial crisis. The tremendous pressures on earnings translate into never-ending organization restructures.,3,3,3,3,3,3,NA,NA
106,empReview_9888652, Deutsche Bank,Lack of management,,I have been working at Deutsche Bank ,entrepreneurial - if you can find the right support and be friends with the right people,No vision. Its not about work performance but about who you know.,1,1,1,3,4,1,NA,NA
106,empReview_9890031, Deutsche Bank,No good,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,better hours than some banks,"Lack of culture, bucket of crabs, weasels",1,2,1,2,1,1,NA,NA
106,empReview_9615428, Deutsche Bank,Associate,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,"international, great vacation time, lots of internal mobility","over-engineered, poor IT, most of decisions made out of London office",2,NA,NA,NA,NA,NA,NA,NA
106,empReview_9625528, Deutsche Bank,DB life,Current Employee - Anonymous Employee,I have been working at Deutsche Bank full-time,"For higher positions, compensation is good. Benefits are good.",Unrealistic expectations and an extremely undesirable work-life balance.,2,1,4,4,4,3,NA,NA
106,empReview_9620290, Deutsche Bank,SENIOR ANALYST,Senior Analyst,I worked at Deutsche Bank  for less than a year,"Good work culture,
Good non cash benefits,
excellent training programme,
balanced work life
holidays","poor pay
monotonous work
below average management
average bonus
quality of work not upto the  mark",3,NA,NA,NA,NA,NA,NA,NA
106,empReview_9430842, Deutsche Bank,Marketing Coordinator,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,"Great growth opportunity, great salary, very smart colleagues, and lots of upward mobility.",No real growth strategy from the top.,4,3,5,5,4,3,NA,NA
106,empReview_9593253, Deutsche Bank,vice president,Former Employee - Assistant Vice President,I worked at Deutsche Bank full-time,Great working environment and people,lake of growth opportunity for career advancement,3,5,3,2,3,3,NA,NA
106,empReview_9586296, Deutsche Bank,Intern in Risk,,I worked at Deutsche Bank ,"The canteen is excellent, high-quality food.",The company is going south.,2,NA,NA,NA,NA,NA,NA,NA
106,empReview_9565337, Deutsche Bank,HR,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time for more than 5 years,"Plenty of work, experienced staff","NY feels like  satellite office, politics prevail, hard to get initiatives off the ground, not a good working environment at all",2,1,3,1,3,1,NA,NA
106,empReview_9258052, Deutsche Bank,It's a comfort zone but not a good place for career growth.,Former Employee - Anonymous Employee,I worked at Deutsche Bank full-time,"Good benefit and vacation. You will get to meet with many people to expend your network. Multiple projects running in the center, so you can switch to different project if you would like and happen to know the right person. Nice coworkers. There are many training opportunities.","No raise every year unless you get a promotion. If you get a low salary at the beginning, then you are likely to have the same salary unless you are being promoted. As a matter of fact, it's hard to get promoted. The technology is based on the teams, but don't be surprised if you are not working on cutting edge technologies. The rating system is not reliable, so you might end up an Okey performance and you think you work hard.",4,3,2,1,3,3,NA,NA
107,empReview_9375027, Deutsche Bank,awesome exp,IT Consultant,I worked at Deutsche Bank  for less than a year,"Good work life balance ,good pay",Nothing as such cons to mention,5,5,5,5,5,5,NA,NA
107,empReview_9798651, Deutsche Bank,Vice President,Current Employee - Vice President - Technology,I have been working at Deutsche Bank full-time for less than a year,Less work so better work life balance.,Low employee morale. No planning. Pathetic bonuses even for new hires. Please dont trust any bonus promises even for new hires.,1,NA,NA,NA,1,NA,NA,NA
